NIT,NOMBRE,CALIFICACION
46972759356,Lamar Gandy,3.7
27554574743,Natasha McBoyle,3.65
21544627707,Filberto Strowther,2.41
22694070681,Wadsworth Francillo,3.62
97520614878,Evelina Trymme,4.36
86301430468,Felice Fitzsymon,2.02
49146615650,Thorndike Woolliams,3.95
82333826064,Selle Lorait,3.97
40247274507,Giavani Burchard,2.25
94461565515,Malena Fairbank,3.07
54540984193,Dave Crookes,4.52
38269659935,Avie Earsman,4.48
47219097549,Jobye Murgatroyd,1.76
58950136540,Lela Graalmans,1.27
18606801369,Rees Huyghe,4.74
75721059399,Tatiana Simonsson,4.03
33599181559,Celestine Kuller,3.46
35393074450,Akim Impey,4.69
54307272978,Kenn Mateescu,3.02
05888554222,Moria Allday,2.66
71097309880,Marijn Robeiro,3.62
81260879061,Carmel McGilvary,3.64
81053202619,Thayne Hellard,2.57
59016878252,Alfie Perrigo,3.62
10806424758,Bat McGawn,1.74
48257583773,Derrik O'Hoey,4.05
28997328140,Tiffy Buxsy,3.51
08799119713,Rowland Ballach,1.65
92534256261,Brynn Robley,3.17
61640469988,Halsy Spenton,4.85
76910414824,Kassey Molesworth,2.58
98966973300,Redd Domenget,4.53
27595211764,Pooh Gorstidge,3.26
84786100097,Gaspard Seivwright,3.4
06851086336,Jayne Fluin,2.42
95766671633,Eleonore O'Hickee,4.66
96495344121,Christie Coast,1.37
00862022144,Yoshi Crackel,1.05
38065517498,Bevon Janczewski,3.36
52173830504,Julietta Snooks,1.12
42267201412,Minna Shalloe,2.44
41350334124,Cordell Abramowsky,3.87
87019106515,Hendrika Schwandner,2.9
79454954160,Salem Eby,1.32
90343766844,Sephira Faragher,2.91
93216640211,Wendell Mustill,2.03
70363442525,Natalina Gislebert,3.06
38466569320,Rosetta Demare,1.0
37420399156,Court Selwood,2.83
80517497481,Mandy Poser,4.42
03832919991,Bonni Boyde,4.94
46259974729,Ermin Brombell,2.49
69562458720,Chiarra Clawson,4.04
43566970828,Natalee Mullinder,4.19
06224201823,Aveline Shelford,4.17
64722243939,Janine Brogini,1.04
62913291184,Vidovik Brummell,4.2
06837245812,Valma Gerssam,3.49
26507363927,Tandi Bettanay,3.31
41201846034,Celestine Curuclis,3.61
97955526494,Malachi Scocroft,2.45
09054629863,Ofella Kiln,4.12
08878757124,Katey McKeran,3.74
91118255402,Garret Cesco,4.4
31132153218,Arny Wilshere,3.51
83408241577,Teirtza MacLeese,1.19
19835772365,Timi Theodore,4.32
78323492036,Gar Nudd,1.75
05974715624,Jason Byrnes,4.42
93763038309,Rooney Marten,1.46
45631280713,Karil Thatcham,3.59
16287296674,Normand Dommerque,3.52
82816777671,Joan Wakley,1.58
60144324807,Sheff Sawden,2.8
97384918105,Evania Napper,3.75
66904366366,Rorke Stittle,1.28
04255678169,Adriena Byforth,1.83
17294207631,Obediah Barbier,3.19
83817944892,Kimberly Dagg,2.41
60473006236,Fayette Gother,3.47
08201102593,Naomi Klambt,1.47
17288522690,Valentin Crossthwaite,4.55
73339449236,Charlton Gun,2.47
44663805233,Nelle Puttrell,1.63
52808362048,Sibley Wilmore,1.44
15704772615,Guendolen La Batie,2.21
76785230968,Rena Cleland,2.47
64521117583,Gard Seers,2.43
31864182226,Forest Kluge,1.99
86065046778,Sauveur Caspell,2.35
04588689216,Hewe Adlington,4.31
55074006442,Ardelis Sollner,3.6
01670854851,Faber Dionis,2.2
92520809452,Aurilia Salliss,3.03
07584585517,Rebbecca Elsmore,4.95
62558348909,Willow Cleveland,2.6
51940712738,Sephira Stryde,3.06
06226011902,Errol Zoppie,4.64
97824649694,Pietra Considine,1.35
61440738363,Ladonna Meaders,4.57
26245229114,Birch Neenan,1.18
93002356307,Arly Compston,1.45
01969420198,Cyrillus Giacomo,3.26
62936285819,Jodie Mugridge,1.91
80278434024,Koenraad Raynor,1.8
28086249678,Hobie Lavell,2.71
27123749360,Peta Tsarovic,2.23
21686343294,Valenka Capper,2.35
37445621189,Collie Bastock,2.72
04694407103,Roanne Bonhome,4.95
33827607377,Dacey Carrane,1.27
31667124180,Ally Vondra,3.02
91373775130,Norean Benting,4.86
32905752356,Cathie Scrivinor,3.34
03648883336,Pauli Cullin,4.13
76894584629,Lambert Silley,1.15
29101817874,Gearard Sidnell,3.7
87534521095,Arliene Karlolak,4.65
74865296382,Amabelle Meace,1.22
47687355862,Fae Coda,1.42
31287204196,Alastair Hulland,2.28
04277220474,Dore Asch,2.18
67185264333,Carri Dwelley,3.04
81206861983,Gregorio Van der Daal,3.45
42127482093,Lazare McNiven,4.56
86257344583,Marianna Hastelow,4.37
96364212210,Tyler Egdal,3.74
11101267682,Trescha Biggin,2.6
35369860932,Lilith Griffin,3.49
93370607648,Rennie Furmedge,1.13
52402708766,Lionello Handrick,1.68
15094678272,Loella Diggin,2.02
30697625362,Dayna Lorenzin,2.47
48870596747,Byran Beche,2.76
75320895218,Laurie Rathbourne,4.44
04698770377,Suzie Kaliszewski,2.49
70809071948,Balduin Martugin,1.46
31562060001,Dix Thomesson,2.99
05531750278,Larisa Leschelle,4.75
29579776037,Tine Yantsurev,3.91
93969153094,My Husband,4.81
54121079650,Stacie Plampin,2.22
77061522235,Tadio Dinnis,3.13
48905115820,Liz Kelcey,1.48
79640166912,Mikael Mieville,4.98
61634752673,Giraldo Niemiec,1.11
31600739251,Hyacinthie Ruggieri,3.85
08127018579,Lewie Wonfor,4.72
88778233960,Dorolice Janosevic,3.98
05696167432,Timmy Bramwell,3.01
77052451495,Bel Orteau,3.6
50199079184,Anna Woolvett,2.25
47939506483,Archibald Tysall,2.93
22285663026,Dulsea Mateu,4.21
71119273264,Jocelyn Ales0,3.75
31800545984,Beniamino Frigot,4.94
35713476010,Northrup Quarles,3.79
25076292999,Cyb Odom,1.89
26871746450,Kora McClelland,1.55
07610458686,Lucina Branca,1.73
32021953060,Estelle Spering,3.26
77600478553,Rooney Strickett,2.97
23370480897,Jeromy Pimme,2.15
28809633912,Arluene O'Sheerin,2.93
01524378453,Anthia Huntley,3.73
62448692910,Georas Ducarne,1.46
90412063328,Bidget Weale,3.12
67042969994,Deck Suthworth,3.04
72215205061,Ailey MacClenan,2.9
41867661281,Ryan Hairon,4.8
44576002332,Beryle Purle,3.22
64383211635,Galven Boyce,1.94
20791663347,Chris Rigge,1.63
59720863060,Fenelia Margrem,3.77
91652405808,Neall Killgus,3.82
11573853726,Amity Rising,4.26
92298656192,Dionis Deinhardt,1.87
87878212646,Rosalind Robberecht,1.04
02303930060,Blake Sadat,1.46
64140168107,Ezra Skitral,1.31
65876408475,Collette Deble,3.74
63659155579,Basilius Holtham,3.8
97277741831,Agneta Frusher,4.29
50013313138,Kylen MacClay,1.67
81110454293,Corbett Standell,2.53
78601537850,Zulema Bendson,3.08
99675045450,Nanete Ortsmann,2.51
80344269781,Anabal Carlozzi,3.52
44384090823,Bastian Chadburn,2.33
24759292938,Elsy Jeduch,3.45
25198831624,Pincus Treagus,2.57
34392370951,Pearle Matyugin,4.66
62012224856,Lexy Stellin,4.31
50596654461,Leupold Bycraft,1.62
13873252038,Fanny Laban,3.43
04598640550,Dylan Flaunders,1.73
19494429674,Towny Lightwing,1.47
16180723772,Kelly Levens,4.61
50924569742,Ambrosius Paumier,2.23
06728825431,Pebrook Lodder,2.19
34894859344,Tamra Coleridge,3.65
87218000282,Nert Perrin,2.86
65685787688,Marta Tole,2.79
59847704579,Ninette Raddon,3.91
76810521662,Port Blaydes,1.69
31675834391,Zuzana Andryszczak,4.37
48145389896,Anthe Roper,2.38
88513522765,Kile Maier,4.38
55703413610,Othello Westoff,2.7
65715781884,Donalt Cheves,4.43
49109479941,Nicola Galbraeth,1.84
82578434464,Alexandro Lorek,4.59
87556134191,Gerri De Mico,2.47
98093294728,Kelley Swettenham,1.52
02655010505,Montgomery Keir,4.51
68696254839,Ilka Quartermain,4.46
79157205337,Virgina Alejandri,1.78
08835205267,Joshia Penella,3.77
63719829205,Merline Voysey,4.78
29764491408,Clair Torricina,2.45
06522323707,Kissee Blucher,3.52
37445986387,Raquela Dmtrovic,4.73
33392404636,Vicki Marquand,3.15
28651997517,Quinton Bushaway,2.45
43789966360,Joshuah Sagg,3.84
05019218296,Marion Lanyon,3.22
94846048797,Julie Savoury,1.86
30142831406,Arabela Pohls,4.45
29395620449,Delinda Pau,3.56
13529129792,Marji Pennock,2.5
59561788173,Riordan Cruz,1.86
78680254092,Gwenette Bartlet,2.16
76482193147,Nalani Whitwam,2.18
53083901983,Tabbie Whiley,4.73
16535233161,Phillis Boom,1.18
46153655414,Reyna Nyles,1.9
94945141090,Colene Phebee,4.87
37125280109,Ignaz Smorthwaite,3.86
13653259324,Minerva Farenden,4.96
28880550252,Reena Seymark,2.84
50411777959,Hervey Ambrois,1.07
94242855521,Claudianus Foystone,3.66
77431436078,Kennith Verbeek,4.04
23023729327,Leola Filipyev,4.01
30738316192,Herman Aris,3.38
20950168423,Jarvis Fierro,3.61
68480179206,Ade Le Huquet,2.77
65919662160,Dennie Gerhts,3.81
16418659925,Jaine Greenmon,4.0
40141487961,Hobart Peeters,3.78
21619300150,Bellina Handy,4.17
71407994294,Garv Reavell,1.49
44387843472,Nicky Droogan,2.32
11939504382,Allie Splaven,2.94
02833755457,Zane Maskall,4.18
99669917854,Christie Sutheran,3.89
42816862026,Cookie Rodda,3.92
95997182341,Reggie O'Sculley,1.83
17860823855,Lucinda Serjent,4.56
70115820915,Minerva Dorkins,4.47
38979660333,Vittoria Smallman,3.71
98136134570,Adda Lutty,1.87
15822226875,Arny Goodley,2.59
60860845367,Garrott Senyard,1.85
19498151024,Tabitha Strother,1.1
29862298963,Gwenneth Granville,1.47
18072137948,Darryl Stoite,4.89
75476551852,Tobin Longstreet,1.23
68341541730,Katerina Scholfield,2.72
54998832891,Hymie Mellsop,2.68
43313319711,Linnea Cicchetto,4.6
82988477120,Beverlie Dobbs,4.34
57417002511,Claudia Crommett,1.11
09070988163,Sharity Farlam,2.57
77904454470,Cassandra Librey,1.93
44507965705,Rossie MacKnocker,4.36
06979150209,Natal Hughesdon,1.52
04284982222,Veda Durnan,4.52
75754713816,Marilee Sallans,3.04
74350930419,Avrom Stennine,1.87
92196898021,Lucia Flecknell,4.47
15420410244,Stirling Munroe,2.96
37191480868,Mellicent Waldrum,3.38
03466473446,Molly Brettoner,3.67
43657788826,Nichole Coite,3.5
16268248430,Carroll Whisson,4.75
03242112149,Meris Latey,2.6
85123087354,Paulie Kegan,4.76
97262230398,Kristofor Arnoll,4.72
01991224332,Alexine Silby,1.88
68650112557,Gaylord Scotchmer,1.71
29363224827,Davidson Lamb-shine,3.38
77380680221,Carine Tchaikovsky,3.59
83484802733,Parsifal Slaght,1.16
15058142144,Bronnie Dicky,2.46
01872596316,Carlie Avrahm,3.35
84211244028,Faunie De Roberto,1.93
69240747502,Winthrop Ogg,4.05
75091641508,Howard Parminter,2.97
35948063643,Briana Foltin,2.0
99900466051,Mickie Cordall,1.26
76610066771,Nerti Severwright,1.37
77202861419,Nial Whordley,1.82
89897620238,Fin Aldine,4.25
75143460115,Zaria Cracknall,4.76
85950112163,Talyah Glowach,1.55
47790930006,Lisetta Caldaro,3.31
26566465906,Jeni Meddows,2.3
99790154304,Odo Mannock,1.29
19315739363,Amelia Laurenz,1.71
70753904285,Knox Carlick,1.02
15527315595,Guy Hathwood,3.28
36839022634,Ranice Lygo,2.1
41991460951,Verney Warters,1.16
17358385405,Ulrikaumeko Di Matteo,4.08
59646970776,Ansel Portman,1.51
06939039337,Rozelle Erni,1.38
79078293848,Morly Epps,4.0
26659373541,Claudia Espin,1.57
12208764846,Waldon Reeson,3.07
27956043185,Beryl Gomes,3.59
35150192706,Brandon Rowlson,2.42
04305024036,Ilise Welman,1.01
02793380102,Faydra Mead,1.52
49444525754,Tomlin Costall,1.39
75393400651,Terra Furzer,1.09
98473518809,Quint Dymidowski,2.38
01049809995,Aurthur O'Coskerry,1.78
33903830278,Rafael Ansley,3.54
61199409333,Valdemar Diggar,3.86
69269937498,Andonis Syce,2.84
74350081563,Mabel Clougher,4.99
27214276582,Eamon Spinozzi,1.3
15586727928,Siusan Lanchbery,4.29
90237041469,Jeff Ciccone,4.42
93201269693,Brandea Brozek,1.49
26592017355,Grove Magovern,3.88
58244731355,Dall Glendining,1.49
83495412625,Tobey Mac,1.14
36703635155,Alley Leachman,1.66
56403463163,Tine Chark,1.51
00530929175,Aarika Kardos,1.28
83882097377,Rozalie Greyes,2.82
45884464440,Dallas Gransden,3.4
21647146247,Tiena Clyburn,1.98
51276966503,Carolyne Izat,2.15
00393028747,Keven Eassom,3.09
66836269656,Margaret Street,4.08
71299857897,Joete Harrill,3.67
96651676870,Adan Kordova,3.61
52925635608,Agata Corroyer,1.89
05258968812,Filia Hadye,1.14
09442278335,Kip Sollitt,1.77
06067402909,Matthias Jeaneau,2.68
50921243810,Jeremiah Harewood,2.12
40149568978,Lilian Matieu,1.21
15440204016,Niles Jerisch,2.25
11566532255,Lanita Oakenford,1.11
84556627692,Lotty MacCarroll,4.57
78241784224,Estella Dyter,3.95
47235478403,Vivienne Dunham,4.16
19811315398,Marielle Firmage,4.49
25629752262,Edith Pencost,2.96
01445130932,Betty Zecchii,4.96
78461421999,Davida Bardill,4.32
47951332980,Law Roycroft,3.24
68261072530,Baillie Saylor,2.83
08745684592,Yasmin Putley,1.34
49539957382,Daloris Haye,2.69
84463005486,Ninon Vauls,3.38
70436141831,Tallie Wyatt,3.84
04980971045,Milli Rapi,4.65
96470742600,Gennifer Happert,1.18
16928502534,Therine Straker,2.94
91659773866,Jermaine Downie,3.37
47411604114,Flora Newcomb,3.77
63190537666,Ketti McEllen,1.64
44462961861,Raffaello Bubbings,3.6
36967913958,Hedy Boyda,3.45
84442120153,Rachael McCaughren,1.84
25046777493,Cassi Prout,4.31
71561956168,Edee Werrit,3.53
23096289188,Jo Emblow,2.12
40575998793,Kele Mordaunt,2.1
85031770580,Nariko Michelin,1.23
18280828015,Rachel Showt,1.73
48779400205,Amalie Labin,2.05
71667771391,Franny O'Luney,1.29
93160436747,Ulberto Besson,1.86
84488062379,Anni Bryceson,4.37
86609491707,Lainey Dearell,4.05
01927692442,Johny Canete,3.27
67611194715,Ade Deware,4.1
19295361526,Cissiee Moody,1.1
54019693470,Rozanne Runnicles,2.7
67732761434,Linnea Lighton,4.63
49149167423,Urbanus Sansam,4.33
16723310063,Miltie Prendergrass,2.38
30472491647,Alexander Dunton,1.54
52892235997,Bradan Worssam,4.05
03179895105,Brigit Ahrend,2.16
80484388719,Winne Prue,3.72
44467780379,Tallie Beau,4.72
85442963418,Angus Ovesen,2.31
16516626183,Travers Ripsher,3.49
57441126015,Evelyn Warrick,1.11
26901726577,Angeli Truin,3.81
98731675819,Chrissie Witherington,2.11
96326565897,Benedict Littledike,1.92
36530698495,Natty Stood,2.36
97112355259,Barr Clausewitz,4.32
47561260027,Dorothy Borless,2.0
49864530325,Lucio Sandlin,3.43
48688341458,Eugenio Nairns,1.81
12890025357,Millicent Matveyev,2.5
30752018272,Irving Van Dale,1.32
66617053347,Dewie Redhead,3.59
45406437074,Orran Twiggins,1.1
86770722525,Paula Beushaw,3.69
84832035266,Gabriello Viant,1.93
24497568610,Ania Janssens,2.56
10046714058,Virge Wigmore,1.41
79686655973,Doti Richin,1.88
76983243733,Drusy Langhorne,2.42
86517140031,Merrel Morefield,4.11
57459190570,Aloisia Stanyard,4.84
62750672108,Jonis Josifovic,3.63
16592248548,Pepita Dufton,3.71
34049967634,Ellie Dickson,1.12
40451277401,Gayel Willman,2.27
83105577842,Merlina Woolliams,2.51
36562807904,Elvira Bowerbank,3.16
65451568255,Avigdor Imms,3.69
00512965267,Ofella Andreone,4.45
98861890906,Kally Mityashin,2.11
66285692133,Kylie Triplow,4.08
39513193203,Hermia Huson,3.26
98971671140,Loren Storrock,1.05
87816303580,Sampson Reiners,4.52
15626989849,Parrnell Ragles,4.43
15451157683,Jenn Spikins,3.19
27942505189,Mohandis Probbings,4.37
40502638461,Milo D'Alesio,1.14
36594747207,Daune Gerring,2.07
19020116700,Sondra Enright,2.87
26945753922,Julian O'Dowd,1.41
61998047961,Mable Dackombe,4.67
75306554684,Riobard Mound,3.94
67815325580,Leena Vautier,3.71
19597697614,Curran Vernall,4.33
44270011063,Edvard MacTavish,4.89
11455517610,Dominique Fforde,4.59
84284589013,Kimbra Langelay,2.74
04662533893,Heloise O'Keevan,4.81
73215361681,Renata Grundon,4.42
02084165887,Gallagher Tussaine,3.96
49405607392,Saunder Blackeby,1.4
73282580461,Isador Bienvenu,4.51
65517616988,Anita Trengrove,4.18
31381944238,Durante Kleinstein,3.24
14811987443,Rheta Jaynes,2.4
53362938834,Alister Yerrill,2.78
94218251805,Demetris Benois,1.77
45380102281,Hedwiga Jossel,3.19
40571098719,Arron Midson,1.1
66580126383,Farand Le Franc,2.81
97463302922,Leopold Brennen,4.63
87664937573,Melicent Heimann,2.48
08722725705,Shandeigh McKinie,4.88
99843276500,Kipp Gremain,4.99
37251018546,Alic Deller,1.36
69531407918,Rourke Flemyng,3.22
24221944324,Romonda Kelledy,3.59
81748758908,Brynn Vasnev,2.1
64437939738,Libbey Haydn,1.93
05583726400,Jenny Gentzsch,4.76
68195066089,Karin Cunniff,3.5
28869444780,Bing Charters,3.62
37647752680,Brianna Brood,2.64
06598475195,Bev Trowel,4.99
46426919111,Fitzgerald Want,3.64
59089571282,Malory Aitken,4.27
01894991165,Mira McInteer,1.48
83787859794,Llewellyn Manoch,4.28
18823979132,Neda Waterhowse,3.84
24162252855,Sheree Lanphere,4.62
34978169953,Henri Burtenshaw,3.16
46419380713,Chickie Conquest,3.66
13810234918,Victoir Schrieves,3.78
17820606467,Leah Ingleton,4.63
36901381100,Edwin Hurdwell,1.17
79525677078,Bridgette Northen,4.26
82136955783,Helli Piwall,3.09
54823491144,Dominique Wincott,3.55
10814373997,Milt Astell,4.36
34218119477,Adore Trelease,2.91
78192629862,Kayne Yanukhin,1.31
84971107506,Hillie Moughtin,4.35
29982210768,Stoddard Shobrook,4.8
75576948652,Konstantin Sizzey,3.61
02996336213,Catlee Sunock,3.92
86839514308,Terese Lucks,1.5
18677844309,Randell Ericssen,4.3
64482239996,Cynthea Mallabone,4.98
46212920144,Tabbi Darwin,2.11
25157100920,Cynthy Lipscombe,4.6
61783310621,Korrie Allchin,1.17
47893770936,Mile Jeschner,4.01
74457074700,Therese Gridley,2.9
63317832171,Dayna Leacy,3.07
54316087943,Osborn Ockland,2.35
38980042253,Franni Gillimgham,1.83
60868037404,Jena MacCrann,3.66
17688999021,Les French,1.52
99357215799,Jessa Cardall,2.6
11765482153,Erastus Westrope,3.37
35347487843,Pippa Sibbons,1.28
65307827321,Georgie Speechley,1.54
98294704076,Niko Hasted,2.43
96464900448,Ashby Maxwaile,4.01
24283035853,Hersh Goldfinch,1.22
44561653150,Bernardina Clemenza,4.01
70005781879,Channa Escudier,3.36
82540321283,Hansiain McIllrick,3.89
71105990025,Anthony Beardsworth,1.13
23867073990,Elsy Linnell,1.5
16811443714,Alfons Gelderd,2.4
35969180397,Myrtice Pieche,3.89
22530288837,Elianore Antram,1.45
58088865869,Ingar Perin,1.88
72095420275,Catrina Brevitt,3.24
14493718920,Candace Kemer,3.25
19456074726,Thatcher Stot,2.65
73600678487,Dorie Sefton,1.04
90550316886,Gretal Simmons,1.62
73142796725,Sheelagh Wintersgill,4.39
28482204508,Ynes Venney,1.31
02984889011,Dirk Ludron,2.77
47197206802,Rodie Icke,3.64
15639490620,Aimil Jodrelle,3.25
76502007380,Tasia Drever,1.47
80577776149,Thomasina Cay,3.13
01167682912,Dan Petford,3.32
03556367369,Kermy Gagin,3.02
41601496825,Tanny Fancott,1.75
46314539252,Vin McGiff,4.53
82709787452,Chiquia Causbey,4.57
31833749620,Corrie Strond,3.82
47008196063,Nata Gudeman,1.06
15991701737,Elysia Betham,4.93
34213728959,Judon McSporon,2.67
28572689752,Kara Bater,2.54
50129068040,Nisse Mathelin,4.62
55727032663,Ole Tows,1.26
55708571943,Adair Padula,2.78
87682871937,Drusie Izhakov,4.12
86177726539,Victor Cino,4.27
55698275841,Kamillah Screach,2.7
88849383633,Bevin Bloomfield,2.56
41124887373,Jordana Paddington,2.56
93762568815,Merissa Tinklin,4.25
45024253609,Renaldo Delatour,3.07
06727896224,Odelle Danilovitch,4.6
29472849577,Jelene Hinks,1.08
24726318073,Bud Abbey,1.71
68631938012,Florentia Puddicombe,4.69
48785942067,Allie Franceschino,2.71
91975800347,Jeffy Seakes,4.62
75719272858,Pacorro Burhill,4.27
45609506535,Alley MacDearmont,4.58
58918607631,Iris Kirsche,1.92
47984762578,Jazmin Owers,1.54
21844733391,Barclay Jaqueminet,4.4
55903142024,Koenraad Houlden,2.77
98783290483,Chelsey Wellen,2.84
83753792990,Byrom Gotthard,3.48
55035506479,Ninnetta Ridsdell,1.27
63246883520,Gillie Datte,1.94
23238240139,Rania Tavner,2.33
81233557745,Vitia Dunkerton,4.12
14467550693,Kania Springthorpe,1.69
06611956633,Sonny Thurske,3.28
32765714147,Norbert Stubbings,3.01
46604049687,Cornell Guerra,3.45
58359014766,Daffie Braniff,3.54
94692613609,Ethe Biswell,2.21
06579577776,Jemmy Wabersich,3.36
73528221506,Tabby Duchant,2.14
56937116758,Archambault Kondratenya,1.65
84550890201,Jeramie Lightfoot,2.14
41085437481,Pennie Lenney,3.06
75813612374,Bonnie Topham,2.86
82446471411,Maia Marsay,4.1
27383104879,Marney Brackenridge,1.23
10234391830,Tuesday Bernardy,1.26
09785997945,Wernher Eppson,2.97
87011834816,Carena Deare,4.19
10109399684,Zachariah Terzo,4.39
06405304199,Maison Hiscoke,2.31
40756747641,Roze Engeham,4.64
70757965505,Patrizia Sawnwy,1.65
97642433621,Randi Brandsma,2.41
83210155068,Abbe Stroband,3.54
46522826593,Pacorro Castard,1.27
09920492034,Sheena Friel,2.95
83921229185,Kaine Ladley,3.13
41109777472,Neilla Badland,2.64
64537533568,Lauren Donne,2.35
00215759568,Brenn Bathersby,4.93
25295027513,Larissa Byer,3.36
76735534491,Charmine Mallon,3.82
27462280707,Terra Curror,2.98
16568530826,Lauritz Coatsworth,2.5
88854526995,Ellary Feely,1.89
18434825150,Antoine Joiner,4.51
03778523201,Oberon Rodder,4.35
48056019500,Ronald Baudet,2.64
04754310332,Dav Thorouggood,3.95
58281385843,Shirleen Steel,1.08
57401311283,Gillan Addicott,3.52
09002124395,Layne Abbs,4.22
23658500526,Auberta Jephcote,1.54
58123142195,Spencer Lougheed,2.92
87829626907,Aylmer Grishkov,3.61
36075866899,Ingelbert Flavelle,3.54
18620383430,Kasper Eckley,2.32
82907399009,Kara Gethyn,3.95
78511363112,Harlen Keppel,2.36
82948808710,Meta Rudinger,1.46
79953184476,Christyna Pactat,3.74
12161799357,Jaquenetta Abrahamowitcz,4.31
19946219913,Ingar Jaggli,3.52
26324292415,Jillian Brinkman,3.33
61660178284,Brinna Coulbeck,4.89
58157447880,Davidde Baldack,2.58
28165440662,Erhard Andreichik,4.43
48553879135,Gregorius Elms,1.65
28882751996,Dagmar Conyer,4.79
06730971050,Jacquenette Gillard,3.97
98105197252,Hurlee Bidgod,2.87
07703865291,Vaclav Crake,3.36
60701894927,Jennie Dorre,1.81
38962980151,Arlie Metschke,3.22
05241689237,Cecilio Maynell,2.12
75985716903,Johannah Cardno,1.53
13003036709,Kasey Skryne,1.39
49995250312,Leela Angeli,1.16
24155422495,Theo Bruineman,4.11
50588966940,Lucille Rodway,4.44
38389021932,Rozanna Degoy,1.03
60343525553,Aaren Buswell,4.02
45937825054,Rolando Meagher,4.28
47751839107,Nanon Morville,4.81
99989319827,Noel Bishopp,1.59
71771181810,Nixie Firth,1.73
35572230707,Elisha Matuszak,2.93
47956422275,Brittni Dartnall,2.51
83222089047,Hamlen Briddock,2.9
99352053043,Deeann Oxtiby,3.19
12377446768,Zollie Entissle,4.9
18045201745,Stacia Sumpner,2.1
52629146562,Anatol Lippitt,3.19
38356346622,Lyndel Berlin,2.6
31552805914,Gilles Dumper,1.46
17467322540,Carita Geleman,1.57
59507767095,Rodolphe Lurner,3.29
99279555064,Maurizia Kleinholz,3.57
15292513143,Gabrielle Blazej,1.7
17692338302,Aldrich Godby,1.5
76758541766,Jacqueline Cornfield,3.28
40304284759,Lynnette Gawn,2.59
99057954421,Rossy Spottiswoode,4.15
50154402013,Worthy Cornau,2.85
13569062570,Milzie Klezmski,3.77
37144700447,Millie Fancett,4.68
44249290191,Kathlin Goacher,4.13
99117394004,Antonie Mustoe,1.11
39697134093,Delcina Bulley,2.91
16417250348,Harry Skelding,3.08
83036813824,Breena Tolworthie,3.96
62340080444,Deny Rubinowitz,1.22
67425918595,Aguistin Pretsel,1.78
05007762806,Clementia Taleworth,4.6
56784996535,Kori Houselee,2.84
60060221594,Dougie Truscott,2.17
23599628684,Clemmy Yanuk,4.08
26523790513,Debee Yarnall,4.04
66859161454,Alphonse Tomaszewski,1.69
11161875211,Grove Stook,2.14
47670829641,Ninetta McFall,1.93
81868578565,Fay Ostridge,2.36
98341554836,Mattias Paliser,1.62
01655864324,Franchot Sutworth,4.9
65070896934,Sophronia Lounds,4.82
72597990540,Rafe Crain,4.14
43418773547,Yoko Blowfield,4.19
52369218675,Herbie Gulleford,1.18
90054338408,Tommy Bromell,2.54
44907058744,Ethelin Beckingham,3.24
70574587039,Katey Pococke,4.34
96073529138,Denney MacConnel,1.85
76464791332,Eleonora Hucklesby,3.64
59152545144,Hillier Burgess,3.48
81337321817,Miner Smithen,1.85
32561534638,Phylis Kwietek,2.44
54426916201,Tara Warn,1.77
06891063348,Aron Haburne,2.15
91962470089,Karolina Gladdolph,4.54
77128370646,Robyn Crickett,4.01
71878933672,Keeley Goschalk,3.85
92318372410,Clevie Paxforde,2.84
13568037078,Donaugh Vannet,4.05
07044307756,Liane Mixture,4.82
79605005848,Torrin Dallon,3.21
77824046982,Imojean Mackerness,2.44
05671396974,Alvira Gotts,1.99
79433934975,Edik Etridge,1.59
25505014066,Sigrid Loch,2.02
37306234270,Johna Doe,4.87
03171971641,Lilith Dechelle,3.79
32372566757,Justin Simic,4.36
98093324020,Trumaine Cardenoso,4.2
88501920989,Maegan Henrot,2.86
46469756323,Chantal Tuhy,3.89
93532438137,Porty Chamberlin,4.43
39646080056,Pavel Danet,3.7
43223146383,Norbie Hoyland,3.42
93406448868,Kathlin Marquot,1.85
87990827210,Giorgio Stanford,3.48
04733696722,Warren Kleinert,1.33
57244378287,Fallon Hehir,3.32
50041898773,Rhea Spandley,4.23
92189389150,Danyelle Patullo,4.29
11399046341,Alberta Gaskill,3.12
96792481104,Prescott Gatchell,2.72
47182717798,Pandora McCorrie,1.45
45119041758,Allianora Dilliston,3.09
84397611780,Dru Stangoe,2.4
40920412052,Kally Nears,4.17
29668932641,Esther Sterley,4.34
07040011240,Bruno Cull,3.65
00494351493,Annora Treffry,4.95
89560259214,Brynne Rudd,2.59
49504568187,Kendre Reen,3.83
44333030615,Wallie Bostock,4.43
48704430677,Cyndi Maddin,3.41
20950232381,Jareb Bazire,4.13
98729326444,Norrie Godar,1.49
15805600860,Aeriell Pantling,4.76
11947546943,Kelsy Zamora,3.94
44244107144,Tatiania O'Ferris,1.19
51906487898,Bonnibelle Minnis,2.92
66326902007,Gates O' Culligan,3.56
84624523855,Abbot Conahy,4.86
37643766712,Ariel Neesam,4.77
01902070641,Estelle Parkman,1.66
56516003149,Tobi Brett,2.65
01561622930,Josefina Breckwell,3.23
63771889758,Hagen Guenther,2.69
70548350775,Therese Camerati,2.68
10053842006,Jakob Exton,3.64
00904639197,Carl Burren,4.45
86214991711,Kimberli Painter,3.81
04825663982,Marijo Robbey,3.72
92517104938,Kathye O'Dowling,3.11
